"EnsemblGene","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","femHealthy_mean","maleHealthy_mean","femICU_mean","maleICU_mean","femSevere_mean","maleSevere_mean","femSevereHealthy_FoldChange","maleSevereHealthy_FoldChange","femICUhealthy_FoldChange","maleICUhealthy_FoldChange"
"ENSG00000277856","IGHV3-23","IGHV3-23 belongs to a cluster of approximately 40 functional variable (V) genes in the immunoglobulin (Ig) heavy chain locus on chromosome 14. For background information on the Ig heavy chain and the V gene cluster, see (MIM 147070).[supplied by OMIM, Apr 2008]","                                            IGHV3-23 (Immunoglobulin Heavy Variable 3-23) is a Protein Coding gene.                                                                                        Among its related pathways are Immune response Fc epsilon RI pathway and Immune response Role of DAP12 receptors in NK cells.                                            Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGHV3-64.","V region of the variable domain of immunoglobulin heavy chains that participates in the antigen recognition (PubMed:24600447). Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:20176268, PubMed:17576170).
                         HV323_HUMAN,P01764
                         ",69.7777777777778,43.5,4547,158.5,704.333333333333,268.6,10.093949044586,6.17471264367816,65.1640127388535,3.64367816091954
"ENSG00000277856","IGLC2","                                            IGLC2 (Immunoglobulin Lambda Constant 2) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLC3.","                                            IGLC2 (Immunoglobulin Lambda Constant 2) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLC3.","Constant region of immunoglobulin light chains. Immunoglobulins, also known as antibodies, are membrane-bound or secreted glycoproteins produced by B lymphocytes. In the recognition phase of humoral immunity, the membrane-bound immunoglobulins serve as receptors which, upon binding of a specific antigen, trigger the clonal expansion and differentiation of B lymphocytes into immunoglobulins-secreting plasma cells. Secreted immunoglobulins mediate the effector phase of humoral immunity, which results in the elimination of bound antigens (PubMed:22158414, PubMed:20176268). The antigen binding site is formed by the variable domain of one heavy chain, together with that of its associated light chain. Thus, each immunoglobulin has two antigen binding sites with remarkable affinity for a particular antigen. The variable domains are assembled by a process called V-(D)-J rearrangement and can then be subjected to somatic hypermutations which, after exposure to antigen and selection, allow affinity maturation for a particular antigen (PubMed:17576170, PubMed:20176268).
                         IGLC2_HUMAN,P0DOY2
                         ",69.7777777777778,43.5,4547,158.5,704.333333333333,268.6,10.093949044586,6.17471264367816,65.1640127388535,3.64367816091954
"ENSG00000277856","IGLL5","This gene encodes one of the immunoglobulin lambda-like polypeptides. It is located within the immunoglobulin lambda locus but it does not require somatic rearrangement for expression. The first exon of this gene is unrelated to immunoglobulin variable genes; the second and third exons are the immunoglobulin lambda joining 1 and the immunoglobulin lambda constant 1 gene segments. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2010]","                                            IGLL5 (Immunoglobulin Lambda Like Polypeptide 5) is a Protein Coding gene.                                            Diseases associated with IGLL5 include Schuurs-Hoeijmakers Syndrome and Retina Lymphoma.                                                                                        Gene Ontology (GO) annotations related to this gene include antigen binding.                                            An important paralog of this gene is IGLL1.","no summary",69.7777777777778,43.5,4547,158.5,704.333333333333,268.6,10.093949044586,6.17471264367816,65.1640127388535,3.64367816091954
"ENSG00000278935","ENSG00000278935","                                            ENSG00000278935  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000278935  is an Uncategorized gene.                                                                                                                                                                                ","no summary",0.111111111111111,0.25,7,3,0,0.2,0.888888888888889,0.8,63,12
"ENSG00000279440","LOC107985582","                                            LOC107985582 (Uncharacterized LOC107985582) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC107985582 (Uncharacterized LOC107985582) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary",0.111111111111111,0.25,6,0.5,1.33333333333333,2.2,12,8.8,54,2
"ENSG00000279440","RNU6-1066P","                                            RNU6-1066P (RNA, U6 Small Nuclear 1066, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","                                            RNU6-1066P (RNA, U6 Small Nuclear 1066, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","no summary",0.111111111111111,0.25,6,0.5,1.33333333333333,2.2,12,8.8,54,2
"ENSG00000279440","CRYBB1","Crystallins are separated into two classes: taxon-specific, or enzyme, and ubiquitous. The latter class constitutes the major proteins of vertebrate eye lens and maintains the transparency and refractive index of the lens. Since lens central fiber cells lose their nuclei during development, these crystallins are made and then retained throughout life, making them extremely stable proteins. Mammalian lens crystallins are divided into alpha, beta, and gamma families; beta and gamma crystallins are also considered as a superfamily. Alpha and beta families are further divided into acidic and basic groups. Seven protein regions exist in crystallins: four homologous motifs, a connecting peptide, and N- and C-terminal extensions. Beta-crystallins, the most heterogeneous, differ by the presence of the C-terminal extension (present in the basic group, none in the acidic group). Beta-crystallins form aggregates of different sizes and are able to self-associate to form dimers or to form heterodimers with other beta-crystallins. This gene, a beta basic group member, undergoes extensive cleavage at its N-terminal extension during lens maturation. It is also a member of a gene cluster with beta-A4, beta-B2, and beta-B3. [provided by RefSeq, Jul 2008]","                                            CRYBB1 (Crystallin Beta B1) is a Protein Coding gene.                                            Diseases associated with CRYBB1 include Cataract 17, Multiple Types and Cataract Microcornea Syndrome.                                                                                        Gene Ontology (GO) annotations related to this gene include structural constituent of eye lens.                                            An important paralog of this gene is CRYBB3.","Crystallins are the dominant structural components of the vertebrate eye lens.
                         CRBB1_HUMAN,P53674
                         ",0.111111111111111,0.25,6,0.5,1.33333333333333,2.2,12,8.8,54,2
"ENSG00000279440","LOC284898","                                            LOC284898 (Uncharacterized LOC284898) is a Protein Coding gene.                                                                                                                                                                                ","                                            LOC284898 (Uncharacterized LOC284898) is a Protein Coding gene.                                                                                                                                                                                ","no summary",0.111111111111111,0.25,6,0.5,1.33333333333333,2.2,12,8.8,54,2
"ENSG00000279440","ENSG00000279440","                                            ENSG00000279440  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000279440  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0.111111111111111,0.25,6,0.5,1.33333333333333,2.2,12,8.8,54,2
"ENSG00000279440","RF00026-670","                                            RF00026-670  is an RNA Gene, and is affiliated with the snRNA class.                                                                                                                                                                                ","                                            RF00026-670  is an RNA Gene, and is affiliated with the snRNA class.                                                                                                                                                                                ","U6 spliceosomal RNA
                        RF00026
                        ",0.111111111111111,0.25,6,0.5,1.33333333333333,2.2,12,8.8,54,2
"ENSG00000279440","HSALNG0134685","                                            HSALNG0134685  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            HSALNG0134685  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",0.111111111111111,0.25,6,0.5,1.33333333333333,2.2,12,8.8,54,2
"ENSG00000285162","TRIL","TRIL is a component of the TLR4 (MIM 603030) complex and is induced in a number of cell types by lipopolysaccharide (LPS) (Carpenter et al., 2009 [PubMed 19710467]).[supplied by OMIM, Apr 2010]","                                            TRIL (TLR4 Interactor With Leucine Rich Repeats) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include lipopolysaccharide binding.                                            An important paralog of this gene is CPN2.","Component of the TLR4 signaling complex. Mediates the innate immune response to bacterial lipopolysaccharide (LPS) leading to cytokine secretion.
                         TRIL_HUMAN,Q7L0X0
                         ",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","ENSG00000223813","                                            ENSG00000223813  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000223813  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","ENSG00000233517","                                            ENSG00000233517  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000233517  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","CPVL-AS1","                                            CPVL-AS1 (CPVL Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            CPVL-AS1 (CPVL Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","CHN2","This gene encodes a guanosine triphosphate (GTP)-metabolizing protein that contains a phorbol-ester/diacylglycerol (DAG)-type zinc finger, a Rho-GAP domain, and an SH2 domain. The encoded protein translocates from the cytosol to the Golgi apparatus membrane upon binding by diacylglycerol (DAG). Activity of this protein is important in cell proliferation and migration, and expression changes in this gene have been detected in cancers. A mutation in this gene has also been associated with schizophrenia in men. Alternative transcript splicing and the use of alternative promoters results in multiple transcript variants. [provided by RefSeq, May 2014]","                                            CHN2 (Chimerin 2) is a Protein Coding gene.                                            Diseases associated with CHN2 include Hepatosplenic T-Cell Lymphoma and Duodenum Adenocarcinoma.                                            Among its related pathways are Neuroscience and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include GTPase activator activity and SH3/SH2 adaptor activity.                                            An important paralog of this gene is ENSG00000285162.","GTPase-activating protein for p21-rac. Insufficient expression of beta-2 chimaerin is expected to lead to higher Rac activity and could therefore play a role in the progression from low-grade to high-grade tumors.
                         CHIO_HUMAN,P52757
                         ",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","CPVL","The protein encoded by this gene is a carboxypeptidase and bears strong sequence similarity to serine carboxypeptidases. Carboxypeptidases are a large class of proteases that act to cleave a single amino acid from the carboxy termini of proteins or peptides. The exact function of this protein, however, has not been determined. [provided by RefSeq, Jan 2017]","                                            CPVL (Carboxypeptidase Vitellogenic Like) is a Protein Coding gene.                                            Diseases associated with CPVL include Encephalomalacia and Periventricular Leukomalacia.                                                                                        Gene Ontology (GO) annotations related to this gene include serine-type carboxypeptidase activity.                                            An important paralog of this gene is CTSA.","May be involved in the digestion of phagocytosed particles in the lysosome, participation in an inflammatory protease cascade, and trimming of peptides for antigen presentation.
                         CPVL_HUMAN,Q9H3G5
                         ",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","L13714-405","                                            L13714-405  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","                                            L13714-405  is an RNA Gene, and is affiliated with the misc_RNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","ENSG00000285081","                                            ENSG00000285081  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000285081  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","NONHSAG047236.2","                                            NONHSAG047236.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            NONHSAG047236.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","HSALNG0056954","                                            HSALNG0056954  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            HSALNG0056954  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","RF00017-6096","                                            RF00017-6096  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-6096  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","CHN2-AS1","                                            CHN2-AS1 (CHN2 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            CHN2-AS1 (CHN2 Antisense RNA 1) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","ENSG00000285412","                                            ENSG00000285412  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000285412  is an Uncategorized gene.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","HSALNG0056953","                                            HSALNG0056953  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            HSALNG0056953  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","LOC100506497","                                            LOC100506497 (Uncharacterized LOC100506497) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LOC100506497 (Uncharacterized LOC100506497) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","AB372777-014","                                            AB372777-014  is an RNA Gene, and is affiliated with the miRNA class.                                                                                                                                                                                ","                                            AB372777-014  is an RNA Gene, and is affiliated with the miRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","ENSG00000228421","                                            ENSG00000228421  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000228421  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","RF00017-6095","                                            RF00017-6095  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-6095  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","PRR15","                                            PRR15 (Proline Rich 15) is a Protein Coding gene.                                            Diseases associated with PRR15 include Glioblastoma Proneural Subtype.                                                                                                                                    An important paralog of this gene is PRR15L.","                                            PRR15 (Proline Rich 15) is a Protein Coding gene.                                            Diseases associated with PRR15 include Glioblastoma Proneural Subtype.                                                                                                                                    An important paralog of this gene is PRR15L.","May have a role in proliferation and/or differentiation.
                         PRR15_HUMAN,Q8IV56
                         ",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","RF00017-6097","                                            RF00017-6097  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","                                            RF00017-6097  is an RNA Gene, and is affiliated with the SRP_RNA class.                                                                                                                                                                                ","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285162","ENSG00000285162","                                            ENSG00000285162  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is CHN2.","                                            ENSG00000285162  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is CHN2.","no summary",3.11111111111111,1.875,0,3.5,2.66666666666667,1.8,0.857142857142857,0.96,-2.11111111111111,1.86666666666667
"ENSG00000285755","ENSG00000285755","                                            ENSG00000285755  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000285755  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",3.22222222222222,4.25,0,7,2.33333333333333,2.6,0.724137931034483,0.611764705882353,-2.22222222222222,1.64705882352941
"ENSG00000285755","ENSG00000212168","                                            ENSG00000212168  is an RNA Gene, and is affiliated with the snoRNA class.                                                                                                                                                                                ","                                            ENSG00000212168  is an RNA Gene, and is affiliated with the snoRNA class.                                                                                                                                                                                ","Small nucleolar RNA SNORD78
                        RF00592
                        ",3.22222222222222,4.25,0,7,2.33333333333333,2.6,0.724137931034483,0.611764705882353,-2.22222222222222,1.64705882352941
"ENSG00000285755","LOC105377632","                                            LOC105377632 (Uncharacterized LOC105377632) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC105377632 (Uncharacterized LOC105377632) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary",3.22222222222222,4.25,0,7,2.33333333333333,2.6,0.724137931034483,0.611764705882353,-2.22222222222222,1.64705882352941
"ENSG00000285755","VRK2","This gene encodes a member of the vaccinia-related kinase (VRK) family of serine/threonine protein kinases. The encoded protein acts as an effector of signaling pathways that regulate apoptosis and tumor cell growth. Variants in this gene have been associated with schizophrenia. Alternative splicing results in multiple transcript variants that differ in their subcellular localization and biological activity. [provided by RefSeq, Jan 2014]","                                            VRK2 (VRK Serine/Threonine Kinase 2) is a Protein Coding gene.                                            Diseases associated with VRK2 include Vaccinia and Fanconi Anemia, Complementation Group L.                                            Among its related pathways are Mitotic Prophase and Initiation of Nuclear Envelope Reformation.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and protein serine/threonine kinase activity.                                            An important paralog of this gene is VRK1.","Serine/threonine kinase that regulates several signal transduction pathways. Isoform 1 modulates the stress response to hypoxia and cytokines, such as interleukin-1 beta (IL1B) and this is dependent on its interaction with MAPK8IP1, which assembles mitogen-activated protein kinase (MAPK) complexes. Inhibition of signal transmission mediated by the assembly of MAPK8IP1-MAPK complexes reduces JNK phosphorylation and JUN-dependent transcription. Phosphorylates 'Thr-18' of p53/TP53, histone H3, and may also phosphorylate MAPK8IP1. Phosphorylates BANF1 and disrupts its ability to bind DNA and reduces its binding to LEM domain-containing proteins. Downregulates the transactivation of transcription induced by ERBB2, HRAS, BRAF, and MEK1. Blocks the phosphorylation of ERK in response to ERBB2 and HRAS. Can also phosphorylate the following substrates that are commonly used to establish in vitro kinase activity: casein, MBP and histone H2B, but it is not sure that this is physiologically relevant.
                         VRK2_HUMAN,Q86Y07
                         ",3.22222222222222,4.25,0,7,2.33333333333333,2.6,0.724137931034483,0.611764705882353,-2.22222222222222,1.64705882352941
"ENSG00000287149","PRKRA","This gene encodes a protein kinase activated by double-stranded RNA which mediates the effects of interferon in response to viral infection. Mutations in this gene have been associated with dystonia. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2008]","                                            PRKRA (Protein Activator Of Interferon Induced Protein Kinase EIF2AK2) is a Protein Coding gene.                                            Diseases associated with PRKRA include Dystonia 16 and Dystonia.                                            Among its related pathways are NF-KappaB Family Pathway and Mitotic Prophase.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding.                                            An important paralog of this gene is TARBP2.","Activates EIF2AK2/PKR in the absence of double-stranded RNA (dsRNA), leading to phosphorylation of EIF2S1/EFI2-alpha and inhibition of translation and induction of apoptosis. Required for siRNA production by DICER1 and for subsequent siRNA-mediated post-transcriptional gene silencing. Does not seem to be required for processing of pre-miRNA to miRNA by DICER1. Promotes UBC9-p53/TP53 association and sumoylation and phosphorylation of p53/TP53 at 'Lys-386' at 'Ser-392' respectively and enhances its activity in a EIF2AK2/PKR-dependent manner (By similarity).
                         PRKRA_HUMAN,O75569
                         ",5.22222222222222,5.125,0,0.5,2.33333333333333,4.6,0.446808510638298,0.897560975609756,-4.22222222222222,0.0975609756097561
"ENSG00000287149","TTN","This gene encodes a large abundant protein of striated muscle. The product of this gene is divided into two regions, a N-terminal I-band and a C-terminal A-band. The I-band, which is the elastic part of the molecule, contains two regions of tandem immunoglobulin domains on either side of a PEVK region that is rich in proline, glutamate, valine and lysine. The A-band, which is thought to act as a protein-ruler, contains a mixture of immunoglobulin and fibronectin repeats, and possesses kinase activity. An N-terminal Z-disc region and a C-terminal M-line region bind to the Z-line and M-line of the sarcomere, respectively, so that a single titin molecule spans half the length of a sarcomere. Titin also contains binding sites for muscle associated proteins so it serves as an adhesion template for the assembly of contractile machinery in muscle cells. It has also been identified as a structural protein for chromosomes. Alternative splicing of this gene results in multiple transcript variants. Considerable variability exists in the I-band, the M-line and the Z-disc regions of titin. Variability in the I-band region contributes to the differences in elasticity of different titin isoforms and, therefore, to the differences in elasticity of different muscle types. Mutations in this gene are associated with familial hypertrophic cardiomyopathy 9, and autoantibodies to titin are produced in patients with the autoimmune disease scleroderma. [provided by RefSeq, Feb 2012]","                                            TTN (Titin) is a Protein Coding gene.                                            Diseases associated with TTN include Myopathy, Myofibrillar, 9, With Early Respiratory Failure and Tibial Muscular Dystrophy, Tardive.                                            Among its related pathways are Dilated cardiomyopathy (DCM) and Response to elevated platelet cytosolic Ca2+.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and identical protein binding.                                            ","Key component in the assembly and functioning of vertebrate striated muscles. By providing connections at the level of individual microfilaments, it contributes to the fine balance of forces between the two halves of the sarcomere. The size and extensibility of the cross-links are the main determinants of sarcomere extensibility properties of muscle. In non-muscle cells, seems to play a role in chromosome condensation and chromosome segregation during mitosis. Might link the lamina network to chromatin or nuclear actin, or both during interphase.
                         TITIN_HUMAN,Q8WZ42
                         ",5.22222222222222,5.125,0,0.5,2.33333333333333,4.6,0.446808510638298,0.897560975609756,-4.22222222222222,0.0975609756097561
"ENSG00000287149","ENSG00000287149","                                            ENSG00000287149  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000287149  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",5.22222222222222,5.125,0,0.5,2.33333333333333,4.6,0.446808510638298,0.897560975609756,-4.22222222222222,0.0975609756097561
"ENSG00000287149","RPS6P2","                                            RPS6P2 (Ribosomal Protein S6 Pseudogene 2) is a Pseudogene.                                                                                                                                                                                ","                                            RPS6P2 (Ribosomal Protein S6 Pseudogene 2) is a Pseudogene.                                                                                                                                                                                ","no summary",5.22222222222222,5.125,0,0.5,2.33333333333333,4.6,0.446808510638298,0.897560975609756,-4.22222222222222,0.0975609756097561
"ENSG00000287149","CCDC141","                                            CCDC141 (Coiled-Coil Domain Containing 141) is a Protein Coding gene.                                            Diseases associated with CCDC141 include Kallmann Syndrome and Hypogonadotropic Hypogonadism 7 With Or Without Anosmia.                                                                                        Gene Ontology (GO) annotations related to this gene include nucleotide binding.                                            An important paralog of this gene is HMCN1.","                                            CCDC141 (Coiled-Coil Domain Containing 141) is a Protein Coding gene.                                            Diseases associated with CCDC141 include Kallmann Syndrome and Hypogonadotropic Hypogonadism 7 With Or Without Anosmia.                                                                                        Gene Ontology (GO) annotations related to this gene include nucleotide binding.                                            An important paralog of this gene is HMCN1.","Plays a critical role in radial migration and centrosomal function.
                         CC141_HUMAN,Q6ZP82
                         ",5.22222222222222,5.125,0,0.5,2.33333333333333,4.6,0.446808510638298,0.897560975609756,-4.22222222222222,0.0975609756097561
"ENSG00000287149","ENSG00000270574","                                            ENSG00000270574  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000270574  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary",5.22222222222222,5.125,0,0.5,2.33333333333333,4.6,0.446808510638298,0.897560975609756,-4.22222222222222,0.0975609756097561
"ENSG00000287149","LOC101927055","                                            LOC101927055 (Uncharacterized LOC101927055) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with LOC101927055 include Myopathy, Myofibrillar, 9, With Early Respiratory Failure and Tibial Muscular Dystrophy.                                                                                                                                    ","                                            LOC101927055 (Uncharacterized LOC101927055) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with LOC101927055 include Myopathy, Myofibrillar, 9, With Early Respiratory Failure and Tibial Muscular Dystrophy.                                                                                                                                    ","no summary",5.22222222222222,5.125,0,0.5,2.33333333333333,4.6,0.446808510638298,0.897560975609756,-4.22222222222222,0.0975609756097561
"ENSG00000287149","CHROMR","                                            CHROMR (Cholesterol Induced Regulator Of Metabolism RNA) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with CHROMR include Dystonia 16.                                                                                                                                    ","                                            CHROMR (Cholesterol Induced Regulator Of Metabolism RNA) is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with CHROMR include Dystonia 16.                                                                                                                                    ","no summary",5.22222222222222,5.125,0,0.5,2.33333333333333,4.6,0.446808510638298,0.897560975609756,-4.22222222222222,0.0975609756097561
